Borehole,Longitude,Latitude,link,Data Contact,Country,Geothermal Gradient,Intercept
US-NM5-40,-105.4,32.02,http://geothermal.earth.lsa.umich.edu/DATA/US-NM5-40.html,F. Birch,US,21.990909090909025,18.38599999999999
US-NM5-43,-108.3,31.85,http://geothermal.earth.lsa.umich.edu/DATA/US-NM5-43.html,F. Birch,US,31.13088235294119,19.680455882352934
US-NM5-47,-108.7,32.33,http://geothermal.earth.lsa.umich.edu/DATA/US-NM5-47.html,F. Birch,US,29.932611731843533,19.673125000000006
US-NM5-48,-108.7,32.33,http://geothermal.earth.lsa.umich.edu/DATA/US-NM5-48.html,F. Birch,US,35.969839229982405,19.162140103333417
US-NM5-52,-105.4,36.72,http://geothermal.earth.lsa.umich.edu/DATA/US-NM5-52.html,F. Birch,US,18.756538461538458,7.883176923076924
US-NM5-56,-108.0,32.8,http://geothermal.earth.lsa.umich.edu/DATA/US-NM5-56.html,F. Birch,US,25.018181818181823,15.494935064935069
US-NV3-120,-114.5,37.97,http://geothermal.earth.lsa.umich.edu/DATA/US-NV3-120.html,J.H. Sass,US,17.302374854415902,10.349277917894153
US-NV3-130,-117.8,38.32,http://geothermal.earth.lsa.umich.edu/DATA/US-NV3-130.html,J.H. Sass,US,28.181730358400525,14.948397189240938
US-NV3-131,-117.8,38.32,http://geothermal.earth.lsa.umich.edu/DATA/US-NV3-131.html,J.H. Sass,US,29.13823990392006,14.869496442255063
US-NV3-134,-116.9,38.57,http://geothermal.earth.lsa.umich.edu/DATA/US-NV3-134.html,"Munroe, Moses",US,26.3106313846359,14.946174908617934
US-NV3-138,-118.3,39.2,http://geothermal.earth.lsa.umich.edu/DATA/US-NV3-138.html,J.H. Sass,US,21.33867243867241,12.685106782106786
US-NV3-139,-118.3,39.2,http://geothermal.earth.lsa.umich.edu/DATA/US-NV3-139.html,J.H. Sass,US,17.301029090025086,13.569373632606762
US-NV3-140,-118.3,39.2,http://geothermal.earth.lsa.umich.edu/DATA/US-NV3-140.html,J.H. Sass,US,30.823684362580963,13.859503334455354
US-NV3-141,-118.3,39.2,http://geothermal.earth.lsa.umich.edu/DATA/US-NV3-141.html,J.H. Sass,US,24.534048450841507,13.197713851133365
US-NV3-151,-116.6,40.3,http://geothermal.earth.lsa.umich.edu/DATA/US-NV3-151.html,J.H. Sass,US,30.052567539729445,14.783579898362504
US-NV3-91,-116.2,37.18,http://geothermal.earth.lsa.umich.edu/DATA/US-NV3-91.html,J.H. Sass,US,14.579930604649652,12.90974544203646
US-NV3-92,-117.0,40.68,http://geothermal.earth.lsa.umich.edu/DATA/US-NV3-92.html,J.H. Sass,US,35.29435095822272,14.872569620935831
US-NV7-47,-115.1,35.48,http://geothermal.earth.lsa.umich.edu/DATA/US-NV7-47.html,R.F. Roy,US,24.106000597074292,16.18204060105483
US-NV7-48,-115.1,35.38,http://geothermal.earth.lsa.umich.edu/DATA/US-NV7-48.html,R.F. Roy,US,23.195054945054963,17.8848901098901
US-NV7-49,-117.5,38.23,http://geothermal.earth.lsa.umich.edu/DATA/US-NV7-49.html,R.F. Roy,US,30.18181818181818,16.13256916996048
US-NV7-50,-117.5,38.23,http://geothermal.earth.lsa.umich.edu/DATA/US-NV7-50.html,R.F. Roy,US,31.359398496240594,17.215917293233087
US-NV7-51,-117.5,38.23,http://geothermal.earth.lsa.umich.edu/DATA/US-NV7-51.html,R.F. Roy,US,30.4065934065934,16.055934065934075
US-NV7-55,-117.3,38.32,http://geothermal.earth.lsa.umich.edu/DATA/US-NV7-55.html,R.F. Roy,US,32.2632731253421,15.186518883415431
US-NV7-56,-117.3,38.32,http://geothermal.earth.lsa.umich.edu/DATA/US-NV7-56.html,R.F. Roy,US,35.54135338345868,12.963263157894731
US-NV7-62,-117.5,38.32,http://geothermal.earth.lsa.umich.edu/DATA/US-NV7-62.html,R.F. Roy,US,25.368421052631568,16.026157894736848
US-NV7-66,-114.3,39.28,http://geothermal.earth.lsa.umich.edu/DATA/US-NV7-66.html,R.F. Roy,US,21.75850943700602,11.350103242458458
US-NV7-67,-114.6,39.08,http://geothermal.earth.lsa.umich.edu/DATA/US-NV7-67.html,R.F. Roy,US,41.43695284902475,9.94411611119644
US-NV7-68,-114.9,39.07,http://geothermal.earth.lsa.umich.edu/DATA/US-NV7-68.html,R.F. Roy,US,21.335467980295572,5.023783251231528
US-NY6-11,-75.42,44.25,http://geothermal.earth.lsa.umich.edu/DATA/US-NY6-11.html,Urban,US,12.165551614234962,6.212779043782907
US-NY6-13,-75.4,44.27,http://geothermal.earth.lsa.umich.edu/DATA/US-NY6-13.html,Urban,US,8.240165600707217,7.749324229228376
US-NY6-14,-75.4,44.27,http://geothermal.earth.lsa.umich.edu/DATA/US-NY6-14.html,Urban,US,5.66916499601938,8.250000513220838
US-NY6-29,-74.45,42.45,http://geothermal.earth.lsa.umich.edu/DATA/US-NY6-29.html,Urban,US,13.695868727735798,7.585473051467625
US-NY6-43,-76.9,42.42,http://geothermal.earth.lsa.umich.edu/DATA/US-NY6-43.html,Urban,US,34.019414006747326,7.243365320425068
US-NY7-78,-73.62,43.3,http://geothermal.earth.lsa.umich.edu/DATA/US-NY7-78.html,F. Birch,US,2.9301933342305024,10.457502444713583
US-NY7-79,-73.9,44.58,http://geothermal.earth.lsa.umich.edu/DATA/US-NY7-79.html,F. Birch,US,13.936227544910185,6.41545209580838
US-PA6-49,-75.83,40.35,http://geothermal.earth.lsa.umich.edu/DATA/US-PA6-49.html,Urban,US,7.66670383023523,11.026271596317615
US-PR6-65,-66.8,18.25,http://geothermal.earth.lsa.umich.edu/DATA/US-PR6-65.html,W.H. Diment,US,8.421222988152152,20.934658119658113
US-PR6-66,-67.17,18.15,http://geothermal.earth.lsa.umich.edu/DATA/US-PR6-66.html,W.H. Diment,US,8.127460003328466,24.53343926661575
US-RUSH95,-102.2,42.6,http://geothermal.earth.lsa.umich.edu/DATA/US-RUSH95.html,W.D. Gosnold,US,34.29596774193547,10.172579032258065
US-SC6-52,-81.67,33.28,http://geothermal.earth.lsa.umich.edu/DATA/US-SC6-52.html,W.H. Diment,US,15.477870479595941,18.215186511346634
US-SC6-53,-81.67,33.28,http://geothermal.earth.lsa.umich.edu/DATA/US-SC6-53.html,W.H. Diment,US,16.126659769796127,18.36727545718336
US-SC6-55,-81.67,33.28,http://geothermal.earth.lsa.umich.edu/DATA/US-SC6-55.html,W.H. Diment,US,15.895669291338628,18.48258333333332
US-TN6-57,-84.32,35.92,http://geothermal.earth.lsa.umich.edu/DATA/US-TN6-57.html,W.H. Diment,US,17.20634475751715,13.8414178717093
US-TX5-60,-104.8,31.45,http://geothermal.earth.lsa.umich.edu/DATA/US-TX5-60.html,J. Adams,US,16.457142857142845,18.459857142857153
US-UT3-172,-109.6,39.98,http://geothermal.earth.lsa.umich.edu/DATA/US-UT3-172.html,J.H. Sass,US,25.217900649966353,14.035405423878519
US-UT7-85,-112.0,39.87,http://geothermal.earth.lsa.umich.edu/DATA/US-UT7-85.html,R.F. Roy,US,43.32697049232482,12.740060606060599
US-UTSRD-1,-109.67,38.61,http://geothermal.earth.lsa.umich.edu/DATA/US-UTSRD-1.html,R.N. Harris,US,13.669546850998444,14.108767601126472
US-UTSRD-2,-109.62,38.58,http://geothermal.earth.lsa.umich.edu/DATA/US-UTSRD-2.html,R.N. Harris,US,11.526422282578968,15.152718605880525
US-UTSRD-3,-109.85,38.71,http://geothermal.earth.lsa.umich.edu/DATA/US-UTSRD-3.html,R.N. Harris,US,11.311573565020941,15.368811204042519
US-UTSRD-4,-109.87,38.73,http://geothermal.earth.lsa.umich.edu/DATA/US-UTSRD-4.html,R.N. Harris,US,12.398531546145282,15.525729531290029
US-UTSRD-7,-109.48,38.69,http://geothermal.earth.lsa.umich.edu/DATA/US-UTSRD-7.html,R.N. Harris,US,10.624404761904758,13.319657738095238
US-UTSRS-3,-109.32,38.8,http://geothermal.earth.lsa.umich.edu/DATA/US-UTSRS-3.html,R.N. Harris,US,10.936533878106898,10.693576779026213
US-VA6-60,-77.9,36.87,http://geothermal.earth.lsa.umich.edu/DATA/US-VA6-60.html,W.H. Diment,US,16.48213091010677,14.496890756302527
US-WA2-26,-118.7,48.07,http://geothermal.earth.lsa.umich.edu/DATA/US-WA2-26.html,D.D. Blackwell,US,8.988142292490101,9.299130434782608
US-WA3-175,-122.8,46.53,http://geothermal.earth.lsa.umich.edu/DATA/US-WA3-175.html,J.H. Sass,US,30.49195651113738,7.989981681020056
US-WA3-177,-122.8,46.53,http://geothermal.earth.lsa.umich.edu/DATA/US-WA3-177.html,J.H. Sass,US,33.38892923621742,7.916842215796588
US-WA3-180,-119.2,46.35,http://geothermal.earth.lsa.umich.edu/DATA/US-WA3-180.html,J.H. Sass,US,38.25040848990234,14.651141424026509
US-WALL94,-102.23,43.74,http://geothermal.earth.lsa.umich.edu/DATA/US-WALL94.html,W.D. Gosnold,US,32.05173285766031,9.002100530348079
US-WY2-27,-109.2,43.87,http://geothermal.earth.lsa.umich.edu/DATA/US-WY2-27.html,D.D. Blackwell,US,30.0292868220539,0.1127884291204973
US-WY3-184,-109.5,42.77,http://geothermal.earth.lsa.umich.edu/DATA/US-WY3-184.html,J.H. Sass,US,22.211812115906703,8.109998083886826
US-kiw82,-69.2,45.43,http://geothermal.earth.lsa.umich.edu/DATA/US-kiw82.html,E.R. Decker,US,12.916594516594513,5.935160173160174
US-lon65,-72.5,43.25,http://geothermal.earth.lsa.umich.edu/DATA/US-lon65.html,H.N. Pollack,US,20.285964912280686,7.321842105263154
US-luc82,-68.6,44.72,http://geothermal.earth.lsa.umich.edu/DATA/US-luc82.html,E.R. Decker,US,16.295874822190605,6.761692745376955
US-nha64,-72.0,44.1,http://geothermal.earth.lsa.umich.edu/DATA/US-nha64.html,H.N. Pollack,US,17.654139081920814,7.581620748534055
US-nha92,-72.0,44.1,http://geothermal.earth.lsa.umich.edu/DATA/US-nha92.html,E.R. Decker,US,16.56131529760674,7.839577634021642
US-nos65,-72.55,43.33,http://geothermal.earth.lsa.umich.edu/DATA/US-nos65.html,H.N. Pollack,US,17.917666290665558,8.020731545129117
US-nos92,-72.55,43.33,http://geothermal.earth.lsa.umich.edu/DATA/US-nos92.html,E.R. Decker,US,17.225147552293706,8.180292533147137
US-sar64,-74.27,44.33,http://geothermal.earth.lsa.umich.edu/DATA/US-sar64.html,H.N. Pollack,US,17.813261970452025,5.260544078530804
US-sar92,-74.27,44.33,http://geothermal.earth.lsa.umich.edu/DATA/US-sar92.html,E.R. Decker,US,17.61075632439854,5.272008973798228
US-wad64,-73.47,44.23,http://geothermal.earth.lsa.umich.edu/DATA/US-wad64.html,H.N. Pollack,US,17.813261970452025,5.260544078530804
US-wes64,-72.82,43.28,http://geothermal.earth.lsa.umich.edu/DATA/US-wes64.html,H.N. Pollack,US,17.234833028208982,6.555454920979049
